version,split,class_name,image_name,mse,psnr,ssim
v1_uniform,train,glioma,Tr-gl_1.jpg,0.367584228515625,52.477234914932666,0.9958232055529016
v1_uniform,train,glioma,Tr-gl_10.jpg,0.485595703125,51.268055257112486,0.9963581050031087
v1_uniform,train,glioma,Tr-gl_100.jpg,0.485504150390625,51.268874139894024,0.9933337892882048
v1_uniform,train,glioma,Tr-gl_1000.jpg,0.48089599609375,51.3102919968437,0.995299110097168
v1_uniform,train,glioma,Tr-gl_1001.jpg,0.334991455078125,52.880466316213585,0.9944613307215646
v1_uniform,train,glioma,Tr-gl_1002.jpg,0.32989501953125,52.94704601874318,0.993799294303753
v1_uniform,train,glioma,Tr-gl_1003.jpg,0.411407470703125,51.988081871317505,0.9951582012263297
v1_uniform,train,glioma,Tr-gl_1004.jpg,0.3472137451171875,52.724834516491974,0.9948318068420406
v1_uniform,train,glioma,Tr-gl_1005.jpg,0.3215484619140625,53.05833924336258,0.9925396316480346
v1_uniform,train,glioma,Tr-gl_1006.jpg,0.378021240234375,52.35564158233264,0.9935984040216927
v1_uniform,train,glioma,Tr-gl_1007.jpg,0.3289337158203125,52.959719697681884,0.9942879232023955
v1_uniform,train,glioma,Tr-gl_1008.jpg,0.36273193359375,52.534945699054376,0.9910641726996013
v1_uniform,train,glioma,Tr-gl_1009.jpg,0.479339599609375,51.32437052090114,0.9939482400973423
v1_uniform,train,glioma,Tr-gl_101.jpg,0.3808135986328125,52.32367912474423,0.9917767729358336
v1_uniform,train,glioma,Tr-gl_1010.jpg,0.3786163330078125,52.34881015946512,0.9952442572345691
v1_uniform,train,glioma,Tr-gl_1011.jpg,0.4800262451171875,51.31815378079878,0.9948241256311139
v1_uniform,train,glioma,Tr-gl_1012.jpg,0.4832305908203125,51.28925941455303,0.9959859325240463
v1_uniform,train,glioma,Tr-gl_1013.jpg,0.3272705078125,52.98173490516787,0.9945654272491609
v1_uniform,train,glioma,Tr-gl_1014.jpg,0.3793182373046875,52.3407663714644,0.9955523769551974
v1_uniform,train,glioma,Tr-gl_1015.jpg,0.4829864501953125,51.291454137353426,0.9960434692766073
v1_uniform,train,glioma,Tr-gl_1016.jpg,0.3205413818359375,53.071962560525,0.9927500307171351
v1_uniform,train,glioma,Tr-gl_1017.jpg,0.345001220703125,52.7525972914625,0.9927310242373919
v1_uniform,train,glioma,Tr-gl_1018.jpg,0.3821563720703125,52.30839255466076,0.9973780400470865
v1_uniform,train,glioma,Tr-gl_1019.jpg,0.3231353759765625,53.036958548762634,0.995818331964599
v1_uniform,train,glioma,Tr-gl_102.jpg,0.485382080078125,51.26996622384247,0.9934856666787037
v1_uniform,train,glioma,Tr-gl_1020.jpg,0.4839935302734375,51.28240804565078,0.9948570000845832
v1_uniform,train,glioma,Tr-gl_1021.jpg,0.376556396484375,52.372503315987906,0.9956607945114214
v1_uniform,train,glioma,Tr-gl_1022.jpg,0.387359619140625,52.24966015776671,0.9959663072561901
v1_uniform,train,glioma,Tr-gl_1023.jpg,0.4861602783203125,51.26300888900747,0.9965504677674349
v1_uniform,train,glioma,Tr-gl_1024.jpg,0.36602783203125,52.49566251325867,0.9935202171201617
v1_uniform,train,glioma,Tr-gl_1025.jpg,0.34228515625,52.786922952050446,0.9925670233937659
v1_uniform,train,glioma,Tr-gl_1026.jpg,0.4801177978515625,51.31732555408105,0.9910524043823202
v1_uniform,train,glioma,Tr-gl_1027.jpg,0.3425750732421875,52.78324601617314,0.9927809502011887
v1_uniform,train,glioma,Tr-gl_1028.jpg,0.408355712890625,52.020417251272534,0.9949475058722389
v1_uniform,train,glioma,Tr-gl_1029.jpg,0.480072021484375,51.31773964769641,0.9915404743316564
v1_uniform,train,glioma,Tr-gl_103.jpg,0.3265380859375,52.99146518142418,0.994777440351893
v1_uniform,train,glioma,Tr-gl_1030.jpg,0.419281005859375,51.90575172295268,0.995600134091334
v1_uniform,train,glioma,Tr-gl_1031.jpg,0.32586669921875,53.00040379305738,0.995127232194833
v1_uniform,train,glioma,Tr-gl_1032.jpg,0.4094390869140625,52.00891060839421,0.9954824197081474
v1_uniform,train,glioma,Tr-gl_1033.jpg,0.4110870361328125,51.99146579599011,0.9962460445512507
v1_uniform,train,glioma,Tr-gl_1034.jpg,0.3430633544921875,52.77706031012856,0.9914520755278713
v1_uniform,train,glioma,Tr-gl_1035.jpg,0.3906707763671875,52.21269435276993,0.9968912235927226
v1_uniform,train,glioma,Tr-gl_1036.jpg,0.408416748046875,52.01976817866349,0.9951449675898305
v1_uniform,train,glioma,Tr-gl_1037.jpg,0.384674072265625,52.27987445815163,0.9953889907754379
v1_uniform,train,glioma,Tr-gl_1038.jpg,0.3772430419921875,52.36459122631722,0.9951058046296998
v1_uniform,train,glioma,Tr-gl_1039.jpg,0.334320068359375,52.889179139309036,0.9927599342595717
v1_uniform,train,glioma,Tr-gl_104.jpg,0.388641357421875,52.235313465279944,0.9964392614941783
v1_uniform,train,glioma,Tr-gl_1040.jpg,0.3266143798828125,52.99045059321281,0.989058180048686
v1_uniform,train,glioma,Tr-gl_1041.jpg,0.319427490234375,53.08708071659855,0.9926528047762113
v1_uniform,train,glioma,Tr-gl_1042.jpg,0.3765411376953125,52.372679304026384,0.9959421569870394
v1_uniform,train,glioma,Tr-gl_1043.jpg,0.484100341796875,51.28144971595241,0.9959048564697612
v1_uniform,train,glioma,Tr-gl_1044.jpg,0.4848785400390625,51.27447397517197,0.9961721892131454
v1_uniform,train,glioma,Tr-gl_1045.jpg,0.384368896484375,52.28332123993496,0.9957483871570247
v1_uniform,train,glioma,Tr-gl_1046.jpg,0.3297271728515625,52.949256219952574,0.9942549278130457
v1_uniform,train,glioma,Tr-gl_1047.jpg,0.3839263916015625,52.28832393754488,0.9965250435095804
v1_uniform,train,glioma,Tr-gl_1048.jpg,0.3158721923828125,53.135689661316945,0.9926001951412238
v1_uniform,train,glioma,Tr-gl_1049.jpg,0.3289642333984375,52.959316789729186,0.9958069256177817
v1_uniform,train,glioma,Tr-gl_105.jpg,0.3837432861328125,52.29039570613231,0.993557151952365
v1_uniform,train,glioma,Tr-gl_1050.jpg,0.3372344970703125,52.85148366917063,0.997069335341367
v1_uniform,train,glioma,Tr-gl_1051.jpg,0.4826507568359375,51.29447369331915,0.993122963737403
v1_uniform,train,glioma,Tr-gl_1052.jpg,0.48504638671875,51.272970871467535,0.9957306316463419
v1_uniform,train,glioma,Tr-gl_1053.jpg,0.4879302978515625,51.247225745629564,0.9965443475939448
v1_uniform,train,glioma,Tr-gl_1054.jpg,0.345123291015625,52.751060917582834,0.9944466959991045
v1_uniform,train,glioma,Tr-gl_1055.jpg,0.37823486328125,52.353188040139685,0.992001092453918
v1_uniform,train,glioma,Tr-gl_1056.jpg,0.382049560546875,52.30960656396257,0.9929730289484231
v1_uniform,train,glioma,Tr-gl_1057.jpg,0.3846893310546875,52.279702190849534,0.9967836373559866
v1_uniform,train,glioma,Tr-gl_1058.jpg,0.3782196044921875,52.35336324719242,0.9890786936820961
v1_uniform,train,glioma,Tr-gl_1059.jpg,0.484832763671875,51.27488400284949,0.9978623579218454
v1_uniform,train,glioma,Tr-gl_106.jpg,0.3563079833984375,52.61254807652327,0.9941441385482296
v1_uniform,train,glioma,Tr-gl_1060.jpg,0.3897552490234375,52.222883881127046,0.9956612912718988
v1_uniform,train,glioma,Tr-gl_1061.jpg,0.4832305908203125,51.28925941455303,0.9926950937938853
v1_uniform,train,glioma,Tr-gl_1062.jpg,0.3768463134765625,52.36916089753183,0.9952125019259614
v1_uniform,train,glioma,Tr-gl_1063.jpg,0.3831024169921875,52.29765468913393,0.9952116717714773
v1_uniform,train,glioma,Tr-gl_1064.jpg,0.387176513671875,52.25171355961066,0.9962809072807294
v1_uniform,train,glioma,Tr-gl_1065.jpg,0.4105072021484375,51.99759579860963,0.9952697041796136
v1_uniform,train,glioma,Tr-gl_1066.jpg,0.3295440673828125,52.95166863207906,0.9946173012544763
v1_uniform,train,glioma,Tr-gl_1067.jpg,0.488983154296875,51.237864631388284,0.9947398135016997
v1_uniform,train,glioma,Tr-gl_1068.jpg,0.3834991455078125,52.29315960253459,0.9966394055050463
v1_uniform,train,glioma,Tr-gl_1069.jpg,0.3790435791015625,52.343912166641886,0.9945188926829026
v1_uniform,train,glioma,Tr-gl_107.jpg,0.387969970703125,52.24282248837184,0.9952780552939798
v1_uniform,train,glioma,Tr-gl_1070.jpg,0.3196258544921875,53.08438458783081,0.9896220677712158
v1_uniform,train,glioma,Tr-gl_1071.jpg,0.32659912109375,52.99065349189392,0.9953968659246294
v1_uniform,train,glioma,Tr-gl_1072.jpg,0.4789886474609375,51.32755140571295,0.9942816779930791
v1_uniform,train,glioma,Tr-gl_1073.jpg,0.4824981689453125,51.29584691309251,0.995904686283948
v1_uniform,train,glioma,Tr-gl_1074.jpg,0.4127044677734375,51.97441190466754,0.9945488151108147
v1_uniform,train,glioma,Tr-gl_1075.jpg,0.3831634521484375,52.29696283444785,0.9958591013242721
v1_uniform,train,glioma,Tr-gl_1076.jpg,0.3461456298828125,52.738215078895735,0.9930759408100095
v1_uniform,train,glioma,Tr-gl_1077.jpg,0.33905029296875,52.8281623688676,0.9931900920375265
v1_uniform,train,glioma,Tr-gl_1078.jpg,0.4852752685546875,51.2709220226212,0.9953025127493688
v1_uniform,train,glioma,Tr-gl_1079.jpg,0.3804931640625,52.327335022228255,0.9887914107123684
v1_uniform,train,glioma,Tr-gl_108.jpg,0.32171630859375,53.056072839486895,0.9941344191381745
v1_uniform,train,glioma,Tr-gl_1080.jpg,0.4822998046875,51.297632748182195,0.9929712014982373
v1_uniform,train,glioma,Tr-gl_1081.jpg,0.377532958984375,52.36125488928621,0.9944686739514325
v1_uniform,train,glioma,Tr-gl_1082.jpg,0.3488006591796875,52.70503063856721,0.9927085932383677
